"_id","LocationType","Time","Season","OffendingAnimalLeashStatus","IncidentType","VictimType","FinancialYear","Count","Date","YearExtracted","MonthExtracted"
268,"Commercial property","Unknown","Winter","Unknown","Harassment","Unknown","2020/21",1,2020-07-01,2020,7
269,"Dog Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2020/21",1,2021-04-01,2021,4
270,"Dog Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2022/23",1,2023-04-01,2023,4
271,"Dog Park","5 pm to 8 pm","Autumn","No Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
272,"Dog Park","5 pm to 8 pm","Autumn","No Leash","Attack","Unknown","2021/22",1,2022-04-01,2022,4
273,"Dog Park","5 pm to 8 pm","Autumn","No Leash","Harassment","Animal","2023/24",1,2024-04-01,2024,4
274,"Dog Park","5 pm to 8 pm","Autumn","On a Leash","Attack","Animal","2022/23",1,2023-04-01,2023,4
275,"Dog Park","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2019/20",1,2020-04-01,2020,4
276,"Dog Park","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2020/21",1,2021-04-01,2021,4
277,"Dog Park","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2022/23",1,2023-04-01,2023,4
278,"Dog Park","5 pm to 8 pm","Autumn","Unknown","Attack","Human","2021/22",1,2022-04-01,2022,4
279,"Dog Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Animal","2021/22",1,2022-04-01,2022,4
280,"Dog Park","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2020/21",2,2020-10-01,2020,10
281,"Dog Park","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2021/22",1,2021-10-01,2021,10
282,"Dog Park","5 pm to 8 pm","Spring","No Leash","Attack","Human","2018/19",1,2018-10-01,2018,10
283,"Dog Park","5 pm to 8 pm","Spring","No Leash","Attack","Human","2019/20",1,2019-10-01,2019,10
284,"Dog Park","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2018/19",1,2018-10-01,2018,10
285,"Dog Park","5 pm to 8 pm","Spring","On a Leash","Attack","Animal","2023/24",1,2023-10-01,2023,10
286,"Dog Park","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2020/21",1,2020-10-01,2020,10
287,"Dog Park","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2023/24",1,2023-10-01,2023,10
288,"Dog Park","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2023/24",1,2023-10-01,2023,10
289,"Dog Park","5 pm to 8 pm","Spring","Unknown","Harassment","Animal","2020/21",1,2020-10-01,2020,10
290,"Dog Park","5 pm to 8 pm","Spring","Unknown","Harassment","Animal","2022/23",1,2022-10-01,2022,10
291,"Dog Park","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2020/21",1,2020-10-01,2020,10
292,"Dog Park","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2022/23",1,2022-10-01,2022,10
293,"Dog Park","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2022/23",2,2023-01-01,2023,1
294,"Dog Park","5 pm to 8 pm","Summer","No Leash","Attack","Human","2021/22",2,2022-01-01,2022,1
295,"Dog Park","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2020/21",1,2021-01-01,2021,1
296,"Dog Park","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2022/23",1,2023-01-01,2023,1
297,"Dog Park","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2020/21",1,2021-01-01,2021,1
298,"Dog Park","5 pm to 8 pm","Summer","Unknown","Attack","Both","2019/20",1,2020-01-01,2020,1
299,"Dog Park","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2020/21",1,2021-01-01,2021,1
300,"Dog Park","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2021/22",1,2022-01-01,2022,1
301,"Dog Park","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2023/24",1,2024-01-01,2024,1
302,"Dog Park","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2018/19",1,2019-01-01,2019,1
303,"Dog Park","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2019/20",1,2020-01-01,2020,1
304,"Dog Park","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2020/21",1,2021-01-01,2021,1
305,"Dog Park","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2019/20",1,2019-07-01,2019,7
306,"Dog Park","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2018/19",1,2018-07-01,2018,7
307,"Dog Park","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2023/24",1,2023-07-01,2023,7
308,"Dog Park","5 pm to 8 pm","Winter","Unknown","Attack","Human","2022/23",1,2022-07-01,2022,7
310,"Dog Park","5 pm to 8 pm","Winter","Unknown","Harassment","Animal","2021/22",1,2021-07-01,2021,7
311,"Dog Park","5 pm to 8 pm","Winter","Unknown","Harassment","Animal","2023/24",1,2023-07-01,2023,7
312,"Dog Park","6 am to 9 am","Autumn","No Leash","Attack","Animal","2021/22",1,2022-04-01,2022,4
313,"Dog Park","6 am to 9 am","Autumn","No Leash","Harassment","Animal","2022/23",1,2023-04-01,2023,4
314,"Dog Park","6 am to 9 am","Autumn","Unknown","Attack","Animal","2022/23",1,2023-04-01,2023,4
315,"Dog Park","6 am to 9 am","Autumn","Unknown","Attack","Unknown","2019/20",1,2020-04-01,2020,4
316,"Dog Park","6 am to 9 am","Spring","No Leash","Attack","Animal","2021/22",2,2021-10-01,2021,10
318,"Dog Park","6 am to 9 am","Spring","No Leash","Attack","Human","2020/21",1,2020-10-01,2020,10
319,"Dog Park","6 am to 9 am","Spring","No Leash","Harassment","Animal","2023/24",1,2023-10-01,2023,10
320,"Dog Park","6 am to 9 am","Spring","Unknown","Attack","Animal","2021/22",2,2021-10-01,2021,10
321,"Dog Park","6 am to 9 am","Spring","Unknown","Attack","Human","2019/20",1,2019-10-01,2019,10
322,"Dog Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2019/20",1,2020-01-01,2020,1
323,"Dog Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2021/22",1,2022-01-01,2022,1
324,"Dog Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2022/23",1,2023-01-01,2023,1
325,"Dog Park","6 am to 9 am","Summer","No Leash","Harassment","Animal","2022/23",1,2023-01-01,2023,1
326,"Dog Park","6 am to 9 am","Summer","No Leash","Harassment","Human","2019/20",1,2020-01-01,2020,1
327,"Dog Park","6 am to 9 am","Winter","No Leash","Attack","Animal","2022/23",1,2022-07-01,2022,7
328,"Dog Park","6 am to 9 am","Winter","No Leash","Harassment","Animal","2021/22",1,2021-07-01,2021,7
329,"Dog Park","6 am to 9 am","Winter","On a Leash","Attack","Unknown","2023/24",1,2023-07-01,2023,7
330,"Dog Park","8 pm to 10 pm","Summer","No Leash","Attack","Animal","2022/23",1,2023-01-01,2023,1
331,"Dog Park","8 pm to 10 pm","Summer","No Leash","Attack","Animal","2023/24",1,2024-01-01,2024,1
332,"Dog Park","8 pm to 10 pm","Summer","No Leash","Harassment","Animal","2021/22",1,2022-01-01,2022,1
333,"Dog Park","9 am to Noon","Autumn","No Leash","Attack","Animal","2020/21",2,2021-04-01,2021,4
334,"Dog Park","9 am to Noon","Autumn","No Leash","Attack","Human","2022/23",1,2023-04-01,2023,4
335,"Dog Park","9 am to Noon","Autumn","No Leash","Attack","Human","2023/24",1,2024-04-01,2024,4
336,"Dog Park","9 am to Noon","Autumn","No Leash","Harassment","Animal","2023/24",1,2024-04-01,2024,4
337,"Dog Park","9 am to Noon","Autumn","No Leash","Harassment","Both","2023/24",1,2024-04-01,2024,4
338,"Dog Park","9 am to Noon","Autumn","No Leash","Harassment","Unknown","2020/21",1,2021-04-01,2021,4
339,"Dog Park","9 am to Noon","Autumn","Unknown","Attack","Animal","2019/20",1,2020-04-01,2020,4
340,"Dog Park","9 am to Noon","Autumn","Unknown","Attack","Animal","2022/23",1,2023-04-01,2023,4
341,"Dog Park","9 am to Noon","Autumn","Unknown","Attack","Animal","2023/24",1,2024-04-01,2024,4
342,"Dog Park","9 am to Noon","Autumn","Unknown","Attack","Unknown","2019/20",1,2020-04-01,2020,4
343,"Dog Park","9 am to Noon","Autumn","Unknown","Attack","Unknown","2022/23",1,2023-04-01,2023,4
344,"Dog Park","9 am to Noon","Autumn","Unknown","Harassment","Animal","2021/22",1,2022-04-01,2022,4
345,"Dog Park","9 am to Noon","Autumn","Unknown","Harassment","Human","2021/22",1,2022-04-01,2022,4
346,"Dog Park","9 am to Noon","Autumn","Unknown","Harassment","Human","2023/24",1,2024-04-01,2024,4
347,"Dog Park","9 am to Noon","Spring","No Leash","Attack","Animal","2021/22",1,2021-10-01,2021,10
348,"Dog Park","9 am to Noon","Spring","No Leash","Attack","Human","2019/20",1,2019-10-01,2019,10
349,"Dog Park","9 am to Noon","Spring","No Leash","Attack","Human","2020/21",1,2020-10-01,2020,10
350,"Dog Park","9 am to Noon","Spring","Unknown","Attack","Animal","2018/19",1,2018-10-01,2018,10
351,"Dog Park","9 am to Noon","Spring","Unknown","Attack","Animal","2019/20",1,2019-10-01,2019,10
352,"Dog Park","9 am to Noon","Spring","Unknown","Attack","Human","2019/20",1,2019-10-01,2019,10
353,"Dog Park","9 am to Noon","Spring","Unknown","Attack","Unknown","2019/20",1,2019-10-01,2019,10
354,"Dog Park","9 am to Noon","Spring","Unknown","Attack","Unknown","2022/23",1,2022-10-01,2022,10
355,"Dog Park","9 am to Noon","Spring","Unknown","Attack","Unknown","2023/24",1,2023-10-01,2023,10
357,"Dog Park","9 am to Noon","Spring","Unknown","Harassment","Human","2020/21",1,2020-10-01,2020,10
358,"Dog Park","9 am to Noon","Spring","Unknown","Harassment","Unknown","2020/21",1,2020-10-01,2020,10
359,"Dog Park","9 am to Noon","Summer","No Leash","Attack","Animal","2021/22",1,2022-01-01,2022,1
360,"Dog Park","9 am to Noon","Summer","No Leash","Attack","Animal","2022/23",1,2023-01-01,2023,1
361,"Dog Park","9 am to Noon","Summer","No Leash","Attack","Human","2019/20",1,2020-01-01,2020,1
362,"Dog Park","9 am to Noon","Summer","No Leash","Harassment","Animal","2021/22",1,2022-01-01,2022,1
363,"Dog Park","9 am to Noon","Summer","On a Leash","Attack","Animal","2019/20",1,2020-01-01,2020,1
364,"Dog Park","9 am to Noon","Summer","Unknown","Attack","Animal","2022/23",1,2023-01-01,2023,1
365,"Dog Park","9 am to Noon","Summer","Unknown","Harassment","Human","2019/20",1,2020-01-01,2020,1
366,"Dog Park","9 am to Noon","Winter","No Leash","Attack","Animal","2018/19",1,2018-07-01,2018,7
367,"Dog Park","9 am to Noon","Winter","No Leash","Attack","Unknown","2022/23",1,2022-07-01,2022,7
368,"Dog Park","9 am to Noon","Winter","No Leash","Harassment","Animal","2020/21",1,2020-07-01,2020,7
370,"Dog Park","9 am to Noon","Winter","No Leash","Harassment","Both","2020/21",1,2020-07-01,2020,7
371,"Dog Park","9 am to Noon","Winter","No Leash","Harassment","Human","2022/23",1,2022-07-01,2022,7
372,"Dog Park","9 am to Noon","Winter","On a Leash","Harassment","Human","2022/23",1,2022-07-01,2022,7
373,"Dog Park","9 am to Noon","Winter","Unknown","Attack","Animal","2023/24",2,2023-07-01,2023,7
374,"Dog Park","9 am to Noon","Winter","Unknown","Attack","Human","2022/23",1,2022-07-01,2022,7
375,"Dog Park","9 am to Noon","Winter","Unknown","Attack","Unknown","2019/20",1,2019-07-01,2019,7
376,"Dog Park","9 am to Noon","Winter","Unknown","Harassment","Human","2021/22",1,2021-07-01,2021,7
377,"Dog Park","9 am to Noon","Winter","Unknown","Harassment","Unknown","2018/19",1,2018-07-01,2018,7
378,"Dog Park","9 am to Noon","Winter","Unknown","Harassment","Unknown","2019/20",1,2019-07-01,2019,7
380,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Animal","2018/19",2,2019-04-01,2019,4
381,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Animal","2020/21",4,2021-04-01,2021,4
382,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Animal","2021/22",2,2022-04-01,2022,4
383,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Animal","2022/23",1,2023-04-01,2023,4
384,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Animal","2023/24",1,2024-04-01,2024,4
385,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Both","2021/22",1,2022-04-01,2022,4
386,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Human","2019/20",1,2020-04-01,2020,4
387,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
388,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Unknown","2020/21",1,2021-04-01,2021,4
389,"Dog Park","Noon to 5 pm","Autumn","No Leash","Attack","Unknown","2022/23",1,2023-04-01,2023,4
390,"Dog Park","Noon to 5 pm","Autumn","On a Leash","Attack","Unknown","2022/23",1,2023-04-01,2023,4
391,"Dog Park","Noon to 5 pm","Autumn","Unknown","Attack","Animal","2019/20",1,2020-04-01,2020,4
392,"Dog Park","Noon to 5 pm","Autumn","Unknown","Attack","Animal","2020/21",1,2021-04-01,2021,4
393,"Dog Park","Noon to 5 pm","Autumn","Unknown","Attack","Animal","2022/23",2,2023-04-01,2023,4
394,"Dog Park","Noon to 5 pm","Autumn","Unknown","Attack","Human","2019/20",1,2020-04-01,2020,4
395,"Dog Park","Noon to 5 pm","Autumn","Unknown","Attack","Unknown","2023/24",1,2024-04-01,2024,4
396,"Dog Park","Noon to 5 pm","Autumn","Unknown","Harassment","Animal","2021/22",1,2022-04-01,2022,4
397,"Dog Park","Noon to 5 pm","Autumn","Unknown","Harassment","Animal","2022/23",1,2023-04-01,2023,4
399,"Dog Park","Noon to 5 pm","Autumn","Unknown","Harassment","Human","2018/19",1,2019-04-01,2019,4
400,"Dog Park","Noon to 5 pm","Autumn","Unknown","Harassment","Unknown","2021/22",1,2022-04-01,2022,4
401,"Dog Park","Noon to 5 pm","Autumn","Unknown","Harassment","Unknown","2022/23",1,2023-04-01,2023,4
402,"Dog Park","Noon to 5 pm","Spring","No Leash","Attack","Animal","2019/20",1,2019-10-01,2019,10
403,"Dog Park","Noon to 5 pm","Spring","No Leash","Attack","Animal","2020/21",1,2020-10-01,2020,10
404,"Dog Park","Noon to 5 pm","Spring","No Leash","Attack","Animal","2021/22",1,2021-10-01,2021,10
405,"Dog Park","Noon to 5 pm","Spring","No Leash","Attack","Animal","2022/23",1,2022-10-01,2022,10
406,"Dog Park","Noon to 5 pm","Spring","No Leash","Attack","Animal","2023/24",2,2023-10-01,2023,10
407,"Dog Park","Noon to 5 pm","Spring","No Leash","Attack","Human","2020/21",1,2020-10-01,2020,10
408,"Dog Park","Noon to 5 pm","Spring","No Leash","Attack","Unknown","2023/24",1,2023-10-01,2023,10
409,"Dog Park","Noon to 5 pm","Spring","No Leash","Harassment","Animal","2018/19",1,2018-10-01,2018,10
410,"Dog Park","Noon to 5 pm","Spring","No Leash","Harassment","Animal","2021/22",1,2021-10-01,2021,10
411,"Dog Park","Noon to 5 pm","Spring","No Leash","Harassment","Human","2020/21",1,2020-10-01,2020,10
412,"Dog Park","Noon to 5 pm","Spring","No Leash","Harassment","Unknown","2018/19",1,2018-10-01,2018,10
413,"Dog Park","Noon to 5 pm","Spring","On a Leash","Attack","Animal","2019/20",1,2019-10-01,2019,10
414,"Dog Park","Noon to 5 pm","Spring","Unknown","Attack","Animal","2018/19",1,2018-10-01,2018,10
415,"Dog Park","Noon to 5 pm","Spring","Unknown","Attack","Animal","2019/20",1,2019-10-01,2019,10
416,"Dog Park","Noon to 5 pm","Spring","Unknown","Attack","Animal","2020/21",1,2020-10-01,2020,10
417,"Dog Park","Noon to 5 pm","Spring","Unknown","Attack","Animal","2021/22",2,2021-10-01,2021,10
418,"Dog Park","Noon to 5 pm","Spring","Unknown","Attack","Animal","2022/23",2,2022-10-01,2022,10
419,"Dog Park","Noon to 5 pm","Spring","Unknown","Attack","Animal","2023/24",2,2023-10-01,2023,10
420,"Dog Park","Noon to 5 pm","Spring","Unknown","Attack","Unknown","2021/22",1,2021-10-01,2021,10
421,"Dog Park","Noon to 5 pm","Spring","Unknown","Harassment","Animal","2019/20",1,2019-10-01,2019,10
422,"Dog Park","Noon to 5 pm","Spring","Unknown","Harassment","Unknown","2018/19",1,2018-10-01,2018,10
423,"Dog Park","Noon to 5 pm","Spring","Unknown","Harassment","Unknown","2019/20",1,2019-10-01,2019,10
424,"Dog Park","Noon to 5 pm","Summer","No Leash","Attack","Animal","2019/20",1,2020-01-01,2020,1
425,"Dog Park","Noon to 5 pm","Summer","No Leash","Attack","Animal","2020/21",1,2021-01-01,2021,1
426,"Dog Park","Noon to 5 pm","Summer","No Leash","Attack","Animal","2023/24",1,2024-01-01,2024,1
427,"Dog Park","Noon to 5 pm","Summer","On a Leash","Attack","Animal","2023/24",1,2024-01-01,2024,1
428,"Dog Park","Noon to 5 pm","Summer","Unknown","Attack","Animal","2019/20",1,2020-01-01,2020,1
429,"Dog Park","Noon to 5 pm","Summer","Unknown","Attack","Animal","2020/21",1,2021-01-01,2021,1
430,"Dog Park","Noon to 5 pm","Summer","Unknown","Attack","Human","2019/20",1,2020-01-01,2020,1
431,"Dog Park","Noon to 5 pm","Summer","Unknown","Attack","Human","2020/21",1,2021-01-01,2021,1
432,"Dog Park","Noon to 5 pm","Summer","Unknown","Attack","Unknown","2019/20",1,2020-01-01,2020,1
433,"Dog Park","Noon to 5 pm","Summer","Unknown","Harassment","Animal","2020/21",1,2021-01-01,2021,1
434,"Dog Park","Noon to 5 pm","Winter","No Leash","Attack","Animal","2021/22",3,2021-07-01,2021,7
435,"Dog Park","Noon to 5 pm","Winter","No Leash","Attack","Animal","2022/23",2,2022-07-01,2022,7
436,"Dog Park","Noon to 5 pm","Winter","No Leash","Attack","Both","2020/21",1,2020-07-01,2020,7
437,"Dog Park","Noon to 5 pm","Winter","No Leash","Attack","Human","2021/22",1,2021-07-01,2021,7
438,"Dog Park","Noon to 5 pm","Winter","No Leash","Attack","Unknown","2023/24",1,2023-07-01,2023,7
439,"Dog Park","Noon to 5 pm","Winter","No Leash","Harassment","Animal","2019/20",1,2019-07-01,2019,7
440,"Dog Park","Noon to 5 pm","Winter","No Leash","Harassment","Human","2021/22",1,2021-07-01,2021,7
441,"Dog Park","Noon to 5 pm","Winter","No Leash","Harassment","Unknown","2020/21",1,2020-07-01,2020,7
442,"Dog Park","Noon to 5 pm","Winter","On a Leash","Attack","Animal","2023/24",1,2023-07-01,2023,7
443,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Animal","2020/21",2,2020-07-01,2020,7
444,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Animal","2021/22",1,2021-07-01,2021,7
445,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Animal","2022/23",3,2022-07-01,2022,7
446,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Animal","2023/24",1,2023-07-01,2023,7
447,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Human","2018/19",1,2018-07-01,2018,7
448,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Unknown","2019/20",1,2019-07-01,2019,7
449,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Unknown","2020/21",1,2020-07-01,2020,7
450,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Unknown","2021/22",1,2021-07-01,2021,7
451,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Unknown","2022/23",2,2022-07-01,2022,7
452,"Dog Park","Noon to 5 pm","Winter","Unknown","Attack","Unknown","2023/24",1,2023-07-01,2023,7
453,"Dog Park","Noon to 5 pm","Winter","Unknown","Harassment","Animal","2019/20",1,2019-07-01,2019,7
454,"Dog Park","Noon to 5 pm","Winter","Unknown","Harassment","Animal","2021/22",1,2021-07-01,2021,7
455,"Dog Park","Noon to 5 pm","Winter","Unknown","Harassment","Animal","2022/23",2,2022-07-01,2022,7
456,"Dog Park","Noon to 5 pm","Winter","Unknown","Harassment","Unknown","2019/20",1,2019-07-01,2019,7
457,"Dog Park","Noon to 5 pm","Winter","Unknown","Harassment","Unknown","2020/21",1,2020-07-01,2020,7
458,"Dog Park","Unknown","Autumn","No Leash","Attack","Animal","2020/21",1,2021-04-01,2021,4
459,"Dog Park","Unknown","Autumn","No Leash","Attack","Unknown","2021/22",1,2022-04-01,2022,4
460,"Dog Park","Unknown","Autumn","No Leash","Harassment","Unknown","2022/23",1,2023-04-01,2023,4
461,"Dog Park","Unknown","Autumn","Unknown","Attack","Animal","2018/19",1,2019-04-01,2019,4
462,"Dog Park","Unknown","Autumn","Unknown","Attack","Animal","2021/22",1,2022-04-01,2022,4
463,"Dog Park","Unknown","Spring","Unknown","Attack","Unknown","2022/23",1,2022-10-01,2022,10
464,"Dog Park","Unknown","Summer","No Leash","Attack","Animal","2018/19",1,2019-01-01,2019,1
465,"Dog Park","Unknown","Summer","No Leash","Attack","Animal","2022/23",1,2023-01-01,2023,1
466,"Dog Park","Unknown","Summer","No Leash","Attack","Unknown","2023/24",1,2024-01-01,2024,1
